country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
Singapore,SGP,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,15.079999923706055
Brazil,BRA,Clean energy patents,Patents,Total,Total,Number,2014,0,25.950000762939453
Spain,ESP,Renewables,Patents,Detail,Clean Energy,Number,2014,0,1
Great Britain,GBN,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,25.920000076293945
Ireland,IRL,Fossil fuel patents,Patents,Total,Total,Number,2014,0,3
France,FRA,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,11
Belgium,BEL,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,2.799999952316284
Netherlands,NLD,Upstream,Patents,Total,Total,Number,2014,0,21.600000381469727
United States,USA,Wind,Patents,Detail,Clean Energy,Number,2014,0,134.60000610351562
United Kingdom,GBR,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,1
Germany,DEU,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,7
Japan,JPN,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,24.5
United Kingdom,GBR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,18
United Kingdom,GBR,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,25.920000076293945
Belgium,BEL,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,0.25
Ireland,IRL,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,6.429999828338623
Denmark,DNK,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,2.6700000762939453
Brazil,BRA,Transmission and distribution,Patents,Total,Total,Number,2014,0,1
People's Republic of China,CHN,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2014,0,14
Spain,ESP,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,5.920000076293945
Canada,CAN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,17.059999465942383
France,FRA,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,213.47000122070312
Spain,ESP,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,3.75
Italy,ITA,Upstream,Patents,Total,Total,Number,2014,0,5.329999923706055
Russian Federation,RUS,Processing and downstream,Patents,Total,Total,Number,2014,0,25
Germany,DEU,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,66.41999816894531
United States,USA,Solar,Patents,Detail,Clean Energy,Number,2014,0,356.7099914550781
Great Britain,GBN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,96.5199966430664
Austria,AUT,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,0.4000000059604645
India,IND,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,2.8299999237060547
Chinese Taipei,TWN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,2
Hungary,HUN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,0.33000001311302185
France,FRA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,41.5
Finland,FIN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,3.5999999046325684
United Kingdom,GBR,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,16.059999465942383
Austria,AUT,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,1.6699999570846558
Russian Federation,RUS,Upstream,Patents,Total,Total,Number,2014,0,56.02000045776367
Japan,JPN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,37.5
Israel,ISR,Fossil fuel patents,Patents,Total,Total,Number,2014,0,2
United Kingdom,GBR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,106.16999816894531
Japan,JPN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,46.5
Mexico,MEX,Fossil fuel patents,Patents,Total,Total,Number,2014,0,27.579999923706055
Korea,KOR,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2014,0,1
Australia,AUS,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,6.670000076293945
France,FRA,Fossil fuel patents,Patents,Total,Total,Number,2014,0,176.49000549316406
,WORLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,2720.840087890625
Japan,JPN,Processing and downstream,Patents,Total,Total,Number,2014,0,94.91999816894531
Finland,FIN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,24.06999969482422
Sweden,SWE,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,1.2000000476837158
Norway,NOR,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,3
,WORLD,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,615.9099731445312
Italy,ITA,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,7.329999923706055
Saudi Arabia,SAU,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,0.800000011920929
Spain,ESP,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,8
Finland,FIN,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1
Great Britain,GBN,Upstream,Patents,Total,Total,Number,2014,0,119.4000015258789
Austria,AUT,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,1
Denmark,DNK,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,1.5
Chinese Taipei,TWN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,14
Great Britain,GBN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,16.059999465942383
Ireland,IRL,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,6.340000152587891
Netherlands,NLD,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,1.25
Korea,KOR,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,19.329999923706055
Hong Kong,HKG,Clean energy patents,Patents,Total,Total,Number,2014,0,23.829999923706055
Great Britain,GBN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,26.829999923706055
United States,USA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,88.12000274658203
Australia,AUS,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,0.5
United Kingdom,GBR,Solar,Patents,Detail,Clean Energy,Number,2014,0,66.69999694824219
Singapore,SGP,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,7
Norway,NOR,Fossil fuel patents,Patents,Total,Total,Number,2014,0,85.18000030517578
Denmark,DNK,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,2
Singapore,SGP,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,2
People's Republic of China,CHN,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,306.17999267578125
Sweden,SWE,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,12
Korea,KOR,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,36.5
Korea,KOR,Clean energy patents,Patents,Total,Total,Number,2014,0,2493.330078125
Chinese Taipei,TWN,Wind,Patents,Detail,Clean Energy,Number,2014,0,23
Hong Kong,HKG,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,2.5
Canada,CAN,Renewables,Patents,Detail,Clean Energy,Number,2014,0,3.450000047683716
Israel,ISR,Renewables,Patents,Detail,Clean Energy,Number,2014,0,1
Belgium,BEL,Transmission and distribution,Patents,Total,Total,Number,2014,0,2.3299999237060547
Russian Federation,RUS,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,7.059999942779541
,WORLD,Fossil fuel patents,Patents,Total,Total,Number,2014,0,4500.06005859375
Canada,CAN,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,6.170000076293945
Netherlands,NLD,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,7.929999828338623
United States,USA,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2014,0,2
Italy,ITA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,5
Denmark,DNK,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,4
Spain,ESP,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,2.0999999046325684
Hungary,HUN,Clean energy patents,Patents,Total,Total,Number,2014,0,9.819999694824219
France,FRA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,11.75
Switzerland,CHE,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,18.440000534057617
Saudi Arabia,SAU,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,1
Korea,KOR,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2014,0,2
Hungary,HUN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,4
Sweden,SWE,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,17
Brazil,BRA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,1
Japan,JPN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,5
Poland,POL,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,10
Finland,FIN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,4
India,IND,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,6.449999809265137
Austria,AUT,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,4
Singapore,SGP,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,4.5
Sweden,SWE,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1.5
Hungary,HUN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,2
United States,USA,Oil refining,Patents,Detail,Processing downstream,Number,2014,0,217.9199981689453
People's Republic of China,CHN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,21.049999237060547
Denmark,DNK,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,12.25
Ireland,IRL,Solar,Patents,Detail,Clean Energy,Number,2014,0,4
United Kingdom,GBR,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,4.579999923706055
People's Republic of China,CHN,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,10.829999923706055
Sweden,SWE,Clean energy patents,Patents,Total,Total,Number,2014,0,387.6000061035156
India,IND,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,1.5
Austria,AUT,Bioenergy,Patents,Detail,Clean Energy,Number,2014,0,2.200000047683716
India,IND,Total - all technologies,Patents,,,Number,2014,0,2156.199951171875
Mexico,MEX,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,1
People's Republic of China,CHN,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,0.5
Finland,FIN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,7
Austria,AUT,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,4.329999923706055
Korea,KOR,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,12.050000190734863
Japan,JPN,Total - all technologies,Patents,,,Number,2014,0,63026.94921875
Germany,DEU,Total - all technologies,Patents,,,Number,2014,0,27756.150390625
Chinese Taipei,TWN,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,8
Japan,JPN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,101.5
Spain,ESP,Total - all technologies,Patents,,,Number,2014,0,2807.25
Netherlands,NLD,Total - all technologies,Patents,,,Number,2014,0,2013.68994140625
Saudi Arabia,SAU,Total - all technologies,Patents,,,Number,2014,0,270.3299865722656
Chinese Taipei,TWN,Total - all technologies,Patents,,,Number,2014,0,11398.73046875
Japan,JPN,Wind,Patents,Detail,Clean Energy,Number,2014,0,143.1300048828125
Hungary,HUN,Solar,Patents,Detail,Clean Energy,Number,2014,0,3
India,IND,Wind,Patents,Detail,Clean Energy,Number,2014,0,14.1899995803833
Netherlands,NLD,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,3.5
Poland,POL,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2014,0,5.329999923706055
Great Britain,GBN,Total - all technologies,Patents,,,Number,2014,0,8185.25
Hong Kong,HKG,Total - all technologies,Patents,,,Number,2014,0,488.2900085449219
Ireland,IRL,Grid,Patents,Detail,Clean Energy,Number,2014,0,2
Russian Federation,RUS,Total - all technologies,Patents,,,Number,2014,0,1503.780029296875
Denmark,DNK,Total - all technologies,Patents,,,Number,2014,0,1021.5
Korea,KOR,Total - all technologies,Patents,,,Number,2014,0,23717.48046875
France,FRA,Total - all technologies,Patents,,,Number,2014,0,11098.900390625
People's Republic of China,CHN,Upstream,Patents,Total,Total,Number,2014,0,224.6300048828125
Italy,ITA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,5
Australia,AUS,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,1
Germany,DEU,Processing and downstream,Patents,Total,Total,Number,2014,0,119.48999786376953
Singapore,SGP,Wind,Patents,Detail,Clean Energy,Number,2014,0,1.75
Japan,JPN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,145.3300018310547
United States,USA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,76.75
People's Republic of China,CHN,Solar,Patents,Detail,Clean Energy,Number,2014,0,413
Mexico,MEX,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1
Germany,DEU,Coal-to-gas,Patents,Detail,Processing downstream,Number,2014,0,44
India,IND,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,36.16999816894531
Italy,ITA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,10
People's Republic of China,CHN,Grid,Patents,Detail,Clean Energy,Number,2014,0,98.2300033569336
Mexico,MEX,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,1.3300000429153442
United States,USA,Air - rail - marine,Patents,Detail,Clean Energy,Number,2014,0,338.510009765625
Chinese Taipei,TWN,Fossil fuel patents,Patents,Total,Total,Number,2014,0,4
Japan,JPN,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,1224.8699951171875
Canada,CAN,Processing and downstream,Patents,Total,Total,Number,2014,0,15.739999771118164
Netherlands,NLD,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2014,0,5.75
Chinese Taipei,TWN,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,1
Mexico,MEX,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,5
,WORLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2014,0,3700.780029296875
Denmark,DNK,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,27.25
Canada,CAN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,61.779998779296875
United States,USA,Energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,28.329999923706055
Norway,NOR,Building energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,3
United States,USA,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,44.16999816894531
Saudi Arabia,SAU,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,3
United Kingdom,GBR,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,23.829999923706055
Sweden,SWE,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,5.5
Canada,CAN,Clean energy patents,Patents,Total,Total,Number,2014,0,161.85000610351562
People's Republic of China,CHN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,90.94999694824219
Great Britain,GBN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,73.1500015258789
,WORLD,Underground gaseous fuel storage,Patents,Detail,Transmission distribution,Number,2014,0,2
Brazil,BRA,Other renewables,Patents,Detail,Clean Energy,Number,2014,0,1
Norway,NOR,Nuclear,Patents,Detail,Clean Energy,Number,2014,0,0.5
Switzerland,CHE,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,1.3300000429153442
Hungary,HUN,e-Mobility,Patents,Detail,Clean Energy,Number,2014,0,0.3799999952316284
Brazil,BRA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2014,0,1
Germany,DEU,Fossil fuel patents,Patents,Total,Total,Number,2014,0,168.8300018310547
Poland,POL,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2014,0,3
Korea,KOR,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,1
Norway,NOR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2014,0,3
Russian Federation,RUS,Renewables,Patents,Detail,Clean Energy,Number,2014,0,5
Saudi Arabia,SAU,Wind,Patents,Detail,Clean Energy,Number,2014,0,3
Austria,AUT,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2014,0,1.8300000429153442
United States,USA,Fossil fuel patents,Patents,Total,Total,Number,2014,0,2467.639892578125
Austria,AUT,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1
Mexico,MEX,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,4.670000076293945
Germany,DEU,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2014,0,20
Chinese Taipei,TWN,Processing and downstream,Patents,Total,Total,Number,2014,0,2
United Kingdom,GBR,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2014,0,8.670000076293945
Korea,KOR,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2014,0,1
Netherlands,NLD,Clean energy patents,Patents,Total,Total,Number,2014,0,104.73999786376953
Japan,JPN,Liquid fuel tanker shipping,Patents,Detail,Transmission distribution,Number,2014,0,1
India,IND,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2014,0,1
Italy,ITA,Gas conditioning,Patents,Detail,Processing downstream,Number,2014,0,1.5
