Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
3311,Canada,CAN,,,Government Purchases of Electricity from Renewable Resources,,https://www.iea.org/policies/3996-government-purchases-of-electricity-from-renewable-resources,,1997.0,2007.0,Climate Policy Database
3317,South Africa,ZAF,,,Renewable Energy Feed-in Tariff (REFIT),Followed by the Renewable Energy Independent Power Producer Programme,http://www.nersa.org.za/,2009.0,2009.0,2011.0,Climate Policy Database
3321,France,FRA,,,Renewable Energy Feed-In Tariff: Biomass,,http://www.cre.fr/,,2009.0,,Climate Policy Database
3333,United Kingdom,GBR,,,Energy White Paper,,http://www.decc.gov.uk/en/content/cms/legislation/white_papers/emr_wp_2011/emr_wp_2011.aspx,,2011.0,,Climate Policy Database
3336,Canada,CAN,,,Manitoba Geothermal Program,"Manitoba Hydro's Geothermal Program provides financial incentives to customers who install a geothermal heat pump system to replace a conventional electric heating system.
Program provides two types of incentives: 1) Feasibility study assistance and 2) System installation incentive. In order to be eligible for either of the supports the written approve must be granted first from the Manitoba Hydro.
1) Feasibility study assistance provides up to 50% of the first $5,000 and up to 25 per cent of the remaining cost of the study (to a maximum grant of $10,000 per study). On average, a feasibility study costs approximately $2,400. The amount of the assistance will be limited to 20 per cent of the potential system installation incentive.
2) System installation incentive is based on a prescriptive structure, and is calculated as being the lesser of:
$2.50 per sq. ft. heated by a geothermal heat pump system; OR
$120.00 per MBH of installed geothermal heating capacity; OR
$120.00 per MBH of the buildings eligible base transmission and infiltration heating load. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6366-manitoba-geothermal-program,,2016.0,,Climate Policy Database
3341,Sweden,SWE,,,Environmental Bonus for Wind Power,"In 1994, an ""environmental bonus"" was provided to power producers for every kWh delivered by a wind power plant.
The bonus corresponded to the electricity tax paid by households, and was administered in the form of a tax deduction for each kWh of wind power produced. The amount deducted, that is, the bonus, was returned to the wind power producers through a regulated contract between the wind energy producers and the suppliers. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3484-environmental-bonus-for-wind-power?country=Sweden&page=2&qs=swed,,1994.0,,Climate Policy Database
3342,Turkey,TUR,,,Strategic Plan,The 2015-2019 Strategic Plan is the second step in reaching Turkish national renewable energy target of 30% of the total electricity generated from renewable source by 2030.,https://policy.thinkbluedata.com/node/2245,,2015.0,,Climate Policy Database
3343,Norway,NOR,,,White Paper on Innovative Activity for Environmentally Friendly Gas Technologies,"The White Paper addresses three key energy policy matters in Norway: - Efforts to promote environmentally friendly technologies to produce electricity from gas through the establishment of the new body; - The development of infrastructure for gas with a focus on stepwise approach and the transport of natural gas on ships; and - The possible establishment of a Swedish-Norwegian mandatory market for certificates from renewable energy with the objective of submitting a proposal for a law on this matter in spring 2005, and its implementation on 1 January, 2005. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4192-white-paper-on-innovative-activity-for-environmentally-friendly-gas-technologies?country=Norway&page=2&qs=norway,,2004.0,,Climate Policy Database
3351,Austria,AUT,,,Green Electricity Act,"Legislative. For 2010-2020 the following targets are set: hydro 1,000 MW, wind 2,000 MW, photovoltaic 1,200 MW, biomass and biogas 200 MW",https://www.ris.bka.gv.at/Dokumente/Erv/ERV_2011_1_75/ERV_2011_1_75.pdf,,2011.0,2020.0,Climate Policy Database
3352,United Kingdom,GBR,,,Low Carbon Buildings Programme,,https://www.gov.uk/government/publications/low-carbon-building-programme-2006-to-2011-final-report,,2006.0,2010.0,Climate Policy Database
3354,Kuwait,KWT,,,National Renewable Resource Assessment Mapping,,https://www.iea.org/policies/5540-national-renewable-resource-assessment-mapping,,2011.0,,Climate Policy Database
3367,United Kingdom,GBR,,,Exemption from Climate Change Levy for Good Quality CHP,"The Climate Change Levy (CCL) was introduced by the UK Government in 2001 and is charged on most non-domestic supplies of energy used as fuel for lighting, heating and power. The CCL is designed to promote energy efficiency and encourage investment in energy saving equipment, thereby reducing emissions of greenhouse gases. CHP stations are energy efficient in operation providing very significant fuel savings, and therefore offer cost and efficiency savings over conventional forms of electricity generation and heat supply. Favourable treatment under the CCL legislation is given to a CHP station where it is: registered with the Department for Business, Energy & Industrial Strategy (BEIS) CHP Quality Assurance Programme certified annually under that programme covered by a valid CCL Exemption Certificate issued by the Secretary of State IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/587-exemption-from-climate-change-levy-for-good-quality-chp?country=United%20Kingdom&page=4&qs=united,,2001.0,,Climate Policy Database
3369,Chile,CHL,,,Bill on the prohibition of coal-fired thermoelectric plants,"This proposed legislation sets into law that the installation and operation of coal-fired thermoelectric plants will be prohibited throughout the country. For powerplants that are less than 30 years old, the ban will take effect on December 31, 2025.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=13743&prmBOLETIN=13196-12,,2021.0,,Climate Policy Database
3379,France,FRA,,,Hydropower Revival Plan,,http://www.developpement-durable.gouv.fr/article.php3?id_article=3527,,2009.0,,Climate Policy Database
3382,Sweden,SWE,,,Renewable Energy Investment Support Programme,15% for environment-friendly small-scale (,https://www.iea.org/policies/3510-renewable-energy-investment-support-programme?country=Sweden&page=3&qs=swede,,1997.0,,Climate Policy Database
3406,Germany,DEU,,,100 Million Programme,,https://www.iea.org/policies/3859-100-million-programme?country=Germany&page=6&qs=germany&year=desc,,1995.0,1998.0,Climate Policy Database
3421,Italy,ITA,,,Feed-in premium for photovoltaic systems (Conto Energia V),,http://www.gse.it/it/Conto%20Energia/Fotovoltaico/QuintoContoEnergia/Pagine/default.aspx,,2012.0,,Climate Policy Database
3438,Australia,AUS,,,Green Precincts Fund,,http://www.environment.gov.au/water/policy-programs/green-precincts/index.html,,2008.0,2012.0,Climate Policy Database
3439,India,IND,,,"Government Assistance for Renewable Energy Projects (Wind, Solar, Biofuel, Hydro)",,https://www.iea.org/policies/4595-government-assistance-for-renewable-energy-projects-wind-solar-biofuel-hydro,,2003.0,,Climate Policy Database
3441,Philippines,PHL,,,"Feed-In Tariff for Electricity Generated from Biomass, Ocean, Run-of-River Hydropower, Solar and Wind Energy Resources","Energy Regulatory Commission Decision Case No. 2011-006 RM outlines that electricity generated by the renewable energy sources has:
a priority for grid connection;
a priority purchase; and
benefit from fixed tariff to be paid over a fixed period of time (no less than 12 years).",https://www.iea.org/policies/5477-feed-in-tariff-for-electricity-generated-from-biomass-ocean-run-of-river-hydropower-solar-and-wind-energy-resources?country=Philippines&qs=phili,,2012.0,,Climate Policy Database
3446,Ukraine,UKR,,,Green Tariff (Feed-in Tariff),,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55219,,2009.0,,Climate Policy Database
3454,Australia,AUS,,,Renewable Energy Commercialisation Programme,,https://www.aph.gov.au/Parliamentary_Business/Committees/Senate/Environment_and_Communications/Completed_inquiries/1999-02/gobalwarm/report/c05c,,1999.0,2007.0,Climate Policy Database
3465,Australia,AUS,,,National Low Emissions Coal Initiative,,http://industry.gov.au/resource/LowEmissionsFossilFuelTech/Pages/National-Low-Emission-Coal-Initiative.aspx,,2008.0,,Climate Policy Database
3489,Suriname,SUR,,,"Development of Renewable Energy, Energy Efficiency and Electrification","This project is being implemented by the Inter-American Development Bank (IDB) and it seeks to promote the use and development of renewable enrgy and energy efficiency in Suriname. Renewable energy is an important element of Suriname's strategy for 2020 as renewable energy can be crucial in providing a solution for electrification of the interior, where about 15% of the population has no access to electricity and and the rest is supplied by diesel generation. The project also assesses the feasability of energy efficient solutions and support policies and regulations to promote the use of renewable and energy efficient measures in Suriname. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5888-development-of-renewable-energy-energy-efficiency-and-electrification?country=Suriname&qs=suriname,,2013.0,,Climate Policy Database
3491,India,IND,,,Government Assistance for Wind Power Development,"The federal Indian government initially sought to support increased power generation from wind turbines in the 7th National Five Year Plan (1985 to 1990). The Ministry of New and Renewable Energy (MNRE) has since developed a range of policy measures and fiscal incentives to encourage the development of wind farms. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4594-government-assistance-for-wind-power-development?country=India&page=6&qs=indi,,2002.0,,Climate Policy Database
3494,Sweden,SWE,,,Network for wind power (Nätverket för vindbruk),"The network for wind power was founded in 2008 by instructions from the Swedish Government. The network aims at fostering the expansion of wind power by means of information activities, educational activities, networking and economic support to wind power projects. The network was developed in light of the national objective of having a preparedness to expand wind power capacity by a corresponding annual electricity production of 30TWh, as decided by the Swedish Riksdag. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5564-network-for-wind-power-natverket-for-vindbruk?country=Sweden&page=2&qs=swede,,2008.0,,Climate Policy Database
3708,Finland,FIN,,,Promoting renewable energy (electricity),Technology neutral feed-in premium scheme (auction),,2019.0,,,EEA
3837,Italy,ITA,,,Renewables in existing and new buildings,"Extension and improvement of the obligation to integrate renewables into existing and new buildings. Mandatory integration of energy from renewable sources in buildings Annex 3 of Legislative Decree No 28 of 2011, transposing the RED Directive, identifies obligations to integrate energy from renewable sources in new buildings or in buildings subject to major renovation, in force from 31 May 2012. The requirements are currently fixed in terms of percentages (increasing per year) of coverage with renewable energy sources of the building’s thermal energy requirement . In particular, it is envisaged that in the case of new buildings or buildings subject to major renovation, the  thermal energy consumption should be satisfied at least by 50% by renewables.",,2022.0,,,EEA
