"","ISO","Module","Policy","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source"
"1491","SWE","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1492","SWE","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1493","USA","Cross_sectoral","Net Zero Targets",2021,6,"Other","Targets",6,6,1,1,1,"OECD"
"1494","USA","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1495","USA","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1496","USA","International","International Initiatives",2021,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1497","USA","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1498","USA","International","Ratification of Climate Treaties",2021,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1499","USA","International","UNFCCC Submission",2021,7,"Other","Climate data",4,2,0,1,1,"OECD"
"1500","AUS","Cross_sectoral","RDD_CCS",2022,9,"MBI","Other MBI",4,5,0,1,1,"OECD"
"1501","AUS","Cross_sectoral","RDD_Hydrogen",2022,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1502","AUS","Cross_sectoral","RDD_Renewables",2022,5,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1503","AUT","Buildings","ETS Buildings",2022,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"1504","AUT","Transport","ETS Transport",2022,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"1505","BEL","Cross_sectoral","RDD_CCS",2022,9,"MBI","Other MBI",3,8,0,1,0,"OECD"
"1506","BEL","Cross_sectoral","RDD_EnergyEfficiency",2022,9,"MBI","Other MBI",2,-1,0,1,0,"OECD"
"1507","BEL","Cross_sectoral","RDD_Renewables",2022,5,"MBI","Other MBI",3,0,0,1,0,"OECD"
"1508","BRA","International","Ratification of Climate Treaties",2022,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1509","CAN","Buildings","Carbon Tax Buildings",2022,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1510","CAN","Buildings","ETS Buildings",2022,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1511","CAN","International","Ban on Financing Fossil Fuels Abroad",2022,9,"NMBI","Technology Standards",3,9,0,1,0,"OECD"
"1512","CAN","Transport","Bans and Phaseouts passenger cars ICE",2022,4,"NMBI","Technology Standards",1,2,0,0,1,"OECD"
"1513","CHE","Cross_sectoral","Net Zero Targets",2022,7,"Other","Targets",1,2,0,0,1,"OECD"
"1514","DNK","International","Ban on Financing Fossil Fuels Abroad",2022,9,"NMBI","Technology Standards",3,9,0,1,0,"OECD"
"1515","DNK","Transport","Excise Tax Transport",2022,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1516","ESP","International","Ratification of Climate Treaties",2022,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1517","FIN","Cross_sectoral","Net Zero Targets",2022,10,"Other","Targets",1,2,0,0,1,"OECD"
"1518","GBR","Buildings","Bans and Phaseouts Fossil Fuels Heating",2022,3,"NMBI","Technology Standards",1,2,0,0,1,"OECD"
"1519","GBR","Electricity","Auction",2022,5,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1520","GBR","Electricity","ETS Electricity",2022,9,"MBI","Carbon Pricing",9,1,0,1,0,"OECD"
"1521","GBR","Industry","ETS Industry",2022,9,"MBI","Carbon Pricing",9,1,0,1,0,"OECD"
"1522","IND","Cross_sectoral","Nationally Determined Contributions",2022,7,"Other","Targets",3,3,0,1,1,"OECD"
"1523","IND","Cross_sectoral","Net Zero Targets",2022,5,"Other","Targets",2,5,0,1,0,"OECD"
"1524","IND","International","International Initiatives",2022,9,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1525","IND","International","UNFCCC Submission",2022,4,"Other","Climate data",4,3,0,1,1,"OECD"
"1526","ISR","International","GHG Reporting Accounting",2022,5,"Other","Climate data",5,5,1,1,1,"OECD"
"1527","ITA","International","Ratification of Climate Treaties",2022,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1528","ITA","Transport","Bans and Phaseouts passenger cars ICE",2022,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1529","KOR","Cross_sectoral","Independent Advisory Body",2022,10,"Other","Governance",2,10,0,1,0,"OECD"
"1530","NOR","Buildings","Carbon Tax Buildings",2022,10,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1531","SWE","International","Ban on Financing Fossil Fuels Abroad",2022,9,"NMBI","Technology Standards",3,9,0,1,0,"OECD"
"1532","USA","International","UNFCCC Submission",2022,10,"Other","Climate data",3,7,0,1,0,"OECD"
"1533","AUS","Transport","Taxation",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1534","AUT","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1535","AUT","Transport","Financial support",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1536","BRA","Transport","Financial support",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1537","BRA","Transport","Financial support",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1538","CAN","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1539","CHN","Transport","Financial support",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1540","CHN","Transport","Financial support",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1541","CHN","Transport","Financial support",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1542","CHN","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1543","CHN","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1544","DEU","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1545","DEU","Transport","Taxation",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1546","DEU","Transport","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1547","DEU","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1548","DEU","Transport","Financial support",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1549","DEU","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1550","DEU","Transport","Taxation",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1551","DNK","Transport","Taxation",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1552","DNK","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1553","DNK","Transport","Taxation",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1554","ESP","Transport","Financial support",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1555","ESP","Transport","Taxation",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1556","ESP","Transport","Financial support",2011,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1557","ESP","Transport","Financial support",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1558","ESP","Transport","Financial support",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1559","ESP","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1560","ESP","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1561","ESP","Transport","Taxation",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1562","ESP","Transport","Financial support",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1563","ESP","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1564","FIN","Transport","Taxation",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1565","FIN","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1566","FRA","Transport","Taxation",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1567","FRA","Transport","Financial support",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1568","FRA","Transport","Taxation",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1569","FRA","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1570","FRA","Transport","Taxation",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1571","FRA","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1572","GBR","Transport","Taxation",2001,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1573","GBR","Transport","Taxation",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1574","GBR","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1575","GBR","Transport","Taxation",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1576","IND","Transport","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1577","ITA","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1578","ITA","Transport","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1579","ITA","Transport","Financial support",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1580","ITA","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1581","JPN","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1582","JPN","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1583","JPN","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1584","KOR","Transport","Financial support",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1585","KOR","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1586","KOR","Transport","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1587","NLD","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1588","NLD","Transport","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1589","NLD","Transport","Financial support",2019,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1590","NOR","Transport","Financial support",2000,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1591","NOR","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1592","NOR","Transport","Financial support",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1593","NOR","Transport","Financial support",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1594","RUS","Transport","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1595","SWE","Transport","Financial support",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1596","SWE","Transport","Financial support",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1597","SWE","Transport","Financial support",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1598","SWE","Transport","Financial support",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1599","SWE","Transport","Taxation",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1600","USA","Transport","Financial support",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1601","USA","Transport","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1602","USA","Transport","Financial support",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1603","BEL","Buildings","Financial support",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1604","BEL","Buildings","Financial support",2004,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1605","BEL","Buildings","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1606","CAN","Buildings","Financial support",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1607","CHE","Buildings","Financial support",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1608","DEU","Buildings","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1609","DEU","Buildings","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1610","ESP","Buildings","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1611","ESP","Buildings","Financial support",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1612","FRA","Buildings","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1613","FRA","Buildings","Financial support",2001,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1614","FRA","Buildings","Financial support",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1615","FRA","Buildings","Financial support",2004,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1616","FRA","Buildings","Financial support",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1617","FRA","Buildings","Financial support",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1618","FRA","Buildings","Financial support",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1619","FRA","Buildings","Financial support",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1620","ITA","Buildings","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1621","ITA","Buildings","Financial support",2020,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1622","JPN","Buildings","Financial support",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1623","KOR","Buildings","Financial support",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1624","NLD","Buildings","Financial support",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1625","NOR","Buildings","Financial support",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1626","SWE","Buildings","Financial support",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1627","SWE","Buildings","Financial support",2004,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1628","SWE","Buildings","Financial support",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1629","USA","Buildings","Financial support",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1630","USA","Buildings","Financial support",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1631","DEU","Transport","Congestion charge",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1632","FRA","Industry","Carbon tax",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1633","FRA","Industry","Carbon tax",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1634","KOR","Industry","Financing mechanism",2004,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1635","BEL","Industry","Financing mechanism",2004,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1636","BEL","Industry","Financing mechanism",2002,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1637","NOR","Buildings","BuildingEnergyCodes",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1638","NOR","Buildings","Financial support",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1639","NOR","Buildings","Financial support",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
"1640","USA","Transport","MEPS",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on"
