"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211000275,USA,"Biofuel Tax Credits United States United States of America (2012)","Biofuel Tax Credits United States",Country,,"United States of America",,,"Tax relief","Electricity and heat, Renewables, Transport",,Renewables,,"In force",2012,,,Unknown,Mitigation,http://transportpolicy.net/index.php?title=US:_Fuels:_Biofuel_tax_credits,,,,,,
211003914,AFG,"Five-year plan 2014 Afghanistan (2014)","Five-year plan",Country,,Afghanistan,,,"Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables","500 megawatts of power is to be generated from renewable sources by 2020 in keeping with the five-year plan.",Renewables,,Ended,2014,,2020,Unknown,"Energy security, Mitigation, Energy access","https://www.giz.de/en/worldwide/14722.html#
http://www.smallhydroworld.org/index.php?id=104#anchor-0",,,,,,
211001171,FRA,"Finance Law France (2018)","Finance Law",Country,,France,,,"CO2 taxes, Grants and subsidies, Retirement premium, Strategic planning","Buildings, Transport, Electricity and heat, Renewables","Carbon taxation (period 2018-2022): more ambitious objective than set in the law on the energy transition. Value of the carbon component of the tariffs for these taxes is set at 44.60€/tonne of CO2 in 2018 (instead of 39€ initially), 55€ in 2019 (instead of 47.50€) and 65.40€ in 2020 (instead of 56€), to reach 86.20€ in 2022. Convergence of tariff on diesel towards gasoline tariffs by 2021.
Reinforcement of penalty for automobiles: trigger threshold of the malus has been lowered from 127 to 120 grams of CO2/km. A progressive scale ranging from 50 euros for least emitting vehicles to 10,500 euros for those emitting 185g of CO2/km or more.
Premium for EV purchase: €388 million budget (aid for acquisition €266 million + aid for withdrawal of more polluting vehicles €122 million).
Electric bicycles purchase subsidy: budget of €5 million.
Energy transition tax credit for renewable energy: extended for the year 2018.","Energy efficiency, Renewables",4,Ended,2018,,,High,Mitigation,"https://climate-laws.org/cclow/geographies/france/laws/finance-law-2018-and-second-rectifying-finance-law-for-2017
http://www.res-legal.eu/search-by-country/france/sources/t/source/src/loi-de-finances-2018/",,,,,,
211005103,CRI,"VII National Energy Plan 2015-2030 Costa Rica (2015)","VII National Energy Plan 2015-2030",Country,,"Costa Rica",,,"Policy support, Strategic planning, Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat","The National Energy Plan 2015-2030 aims to achieve energy sustainability with low emissions levels in Costa Rica. It supports the continuation of renewable energy development, energy efficiency and low-carbon emissions transport
The Plan is organized along seven axes – four in the electricity production sector and three in the transport sector:
• Improving energy efficiency
• Optimal distributed electricity generation
• Sustainability of the electricity grid
• Sustainable electricity generation development
• More environmentally friendly vehicle fleet
• Sustainable public transport
• Cleaner fuels
(source: http://www.lse.ac.uk/GranthamInstitute/law/7th-national-energy-plan-2015-2030/)
The plan includes a set of objectives to improve energy efficiency and increase the use of renewables. All houses that are not connected to the grid should have individual photovoltaic systems by 2030. Renewable energy projects will be developed to reach 731.9 MW by 2018, additional 470 MW over the 2019-2023 period, and additional 910 MW over the 2024-2030 period.
This plan also identifies several strategic actions, policy tools, and economic instruments to achieve these objectives such as energy efficiency labeling for appliances, new efficiency standards, incentives to build efficient buildings, funding mechanisms to replace inefficient equipment, information campaigns to promote energy efficiency among the population, strategic plans for public lighting for example.","Energy efficiency, Renewables",,"In force",2015,2015,2030,Unknown,Mitigation,https://minae.go.cr/recursos/2015/pdf/VII-PNE.pdf,,,,,,
211000833,KOR,"Emissions Trading Scheme Republic of Korea (2015)","Emissions Trading Scheme",Country,,"Republic of Korea",,,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances, CO2 taxes","Industry, Electricity and heat, Buildings, Transport, Air, Agriculture and forestry","Emission trading system in place to achieve pledge (30% reduction below BAU by 2020) and the INCD target (37% reduction against BAU by 2030). The current ETS with the target year 2020 covers all installations in the industrial and power sectors with annual emissions higher than 25 ktCO2e (60% of the total emissions according to EDF and IEATA (2015)). The ETS system does cover both direct and indirect emissions (emissions electricity use). In Phase I of the ETS (2015–2017) the absolute emissions cap will decrease from 573 MtCO2ee in 2015, to 562 MtCO2ee in 2016 and 551 MtCO2ee in 2017 (Carbon Market Watch, 2015).
The ETS covers 610 of the country’s largest emitters, which account for ~70% of national GHG emissions. It covers direct emissions of six Kyoto gases, as well as indirect emissions from electricity consumption.
Target
- No reduction until 2018
- 2018 - 2030 (planned) 37% reduction relative to national BAU","Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2015,2015,2025,High,Mitigation,https://icapcarbonaction.com/en/?option=com_etsmap&task=export&format=pdf&layout=list&systems[]=47,,,,,,
211002512,EUE,"Renewable Energy Road Map - Renewable energies in the 21st century: building a more sustainable future European Union (27) (2007)","Renewable Energy Road Map - Renewable energies in the 21st century: building a more sustainable future",Country,,"European Union",,,"Strategic planning, Renewable energy target","Electricity and heat, Renewables, General","""The Road Map sets out the Commission's long-term strategy for renewable energy in the European Union (EU). The aim of this strategy is to enable the EU to meet the twin objectives of increasing security of energy supply and reducing greenhouse gas emissions.
An assessment of the share of renewable energy in the energy mix and the progress made in the last 10 years shows that more and better use could be made of renewables.
In the Road Map, the Commission proposes setting a mandatory target of 20% for renewable energy's share of energy consumption in the EU by 2020 and a mandatory minimum target of 10% for biofuels. It also proposes creating a new legislative framework to enhance the promotion and use of renewable energy."" (Source: http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=URISERV:l27065)",Renewables,,Ended,2007,,2020,Unknown,Mitigation,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=URISERV:l27065,,{{{Comments}}},"Share of renewables (%)",20,,2020
211004927,BEL,"Soltherm (Wallonia) Belgium (2000)","Soltherm (Wallonia)","Subnational region",,Belgium,Wallonia,,"Grants and subsidies, Advice or aid in implementation","Electricity and heat, Renewables","The Walloon Soltherm programme was established in May 2000. The objective is to develop a sustainable solar water heating industry in the region over a ten-year timeframe. The target is for 200 000 m2 of panels to be installed in the region by 2010. The programme includes the training of new technicians, architects and public sector staff in charge of promoting these technologies. Since 2001 grants have been provided to assist individuals wishing to invest in solar thermal installations. In January 2004 the programme was expanded, and beneficiaires obliged to consult a certified heating specialist. Individual grants start from EUR 1 500 (for 2m2 to 4 m2 of panels), with an additional EUR 100 per m2 for any additional paneling, up to a maximum amount of EUR 6000. These grants can be supplemented by those offered by local institutions (the communes and provinces), provided that in combination the total subsidy amount does not exceed 75% of the investment cost. Grants offered to households are between EUR 1 875 and EUR 3 000, and can be supplemented by local subsidies and tax reductions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2000,,,Unknown,Mitigation,https://www.iea.org/policies/3048-soltherm-wallonia?country=Belgium&page=3&qs=belg,,,,,,
211001115,FRA,"FACE (Fonds damortissement des charges délectrification) Programme France (1995)","FACE (Fonds damortissement des charges délectrification) Programme",Country,,France,,,"Infrastructure investments, Grants and subsidies","Electricity and heat, Renewables",,Renewables,,Ended,1995,,,Unknown,Mitigation,https://www.iea.org/policies/3950-face-fonds-damortissement-des-charges-delectrification-programme,,,,,,
211000312,BRA,"Net Metering for Distributed Generation Brazil (2012)","Net Metering for Distributed Generation",Country,,Brazil,,,"Net metering, User charges, Regulatory Instruments","Electricity and heat, Renewables",,Renewables,,"In force",2012,,,Unknown,Mitigation,https://www.iea.org/policies/5752-brazil-net-metering-for-distributed-generation?region=Central%20%26%20South%20America&sector=Generation,,,,,,
211001789,GBR,"Marine Research Development Fund (MRDF) United Kingdom (2005)","Marine Research Development Fund (MRDF)",Country,,"United Kingdom",,,"Technology deployment and diffusion, Demonstration project","Electricity and heat, Renewables",,Renewables,,Ended,2005,,,Unknown,Mitigation,"https://webarchive.nationalarchives.gov.uk/20090609075523/
http://www.berr.gov.uk/whatwedo/energy/environment/etf/marine/page19419.html",,,,,,
